"","x","y"
"1",-18.5948858044785,-7.40611186212437
"2",13.2987464417454,-8.29411802656826
"3",-20.6613903798546,2.77251549589512
"4",4.74625555582313,-12.1956377866163
"5",-23.9412258808594,2.9761111023766
"6",-20.494214753408,0.0147723278520478
"7",-0.222624272650718,-17.0345169902661
"8",-2.61317991762411,2.85042292179798
"9",-6.57135057535506,-16.7404291208565
"10",-22.6013507554737,-5.84118037868755
"11",-24.3777065524467,0.00214260693249274
"12",-16.3033732018609,2.80247736770472
"13",-6.59166066387629,-24.830519726378
"14",8.91636662750405,-19.6248838157914
"15",-19.0257376195658,-11.5994282083297
"16",5.5611149602729,0.54936048346992
"17",-22.4845827708776,6.88450013933812
"18",8.41915807895528,3.02920826344958
"19",-8.62872202846528,-10.8878861540877
"20",13.6355943857099,-11.395906607435
"21",4.07756711586102,11.9823123836428
"22",9.15273751114283,-9.24369313235016
"23",-1.61295661244705,16.2380085490952
"24",8.36717112010184,9.66974520757095
"25",7.3050289383741,13.1104699567366
"26",1.53614151169159,-13.7739961395207
"27",6.35437069866695,-16.570540084965
"28",-4.70413461676244,-19.5592722131553
"29",-20.2510291254353,-17.8424425139617
"30",-4.81411561054312,-3.75766582100942
"31",-10.9657532781009,-23.8064855345671
"32",-10.946820951515,-17.0324103628597
"33",-25.0497520719299,-4.52043598955397
"34",0.197537114817195,8.83851396104539
"35",4.75216947816792,8.20369776115917
"36",13.3042850153117,4.41339041363481
"37",12.4702250632827,-15.3422603819027
"38",-1.11959579038623,-24.2762159691769
"39",4.72631221034851,-22.0286311759158
"40",-14.8854777472564,-9.8600911146376
"41",11.6258064134661,-2.95321399832159
"42",-19.8831921263032,10.1177758727054
"43",14.7487386443226,-2.18005870345128
"44",-8.95878330161064,-6.02393560225627
"45",15.770179884873,-6.91508048973937
"46",-11.1107551276366,12.2552328169068
"47",7.10214329144157,-6.58577408810334
"48",-6.95866896894713,13.6323707440379
"49",-7.06834722956308,10.4516313152397
"50",-3.06923515878895,-9.29033643125241
"51",-22.4909674353881,-14.3925685218445
"52",-10.7322874678064,7.47491611511029
"53",-8.20026021436827,0.94912680048412
"54",-15.5923455572802,-19.6854627304851
"55",-25.1796483138449,-8.41996460132299
"56",-10.3174291775224,15.5763829794045
"57",-15.3694130593056,11.7340035004325
"58",12.8947154667433,1.16064807955279
